name,linkedin_url,website,industry,company_size,headquarters,founded,specialties,description,email,phone,followers,location_search,followers_search,description_short,source,crawl_keyword,channel,channel_title,channel_members,message_date,location,crawl_channel
AI B2B Talent Agency,https://www.linkedin.com/company/90628747/,,Staffing and Recruiting,,Los Angeles,,,,,,17,,,Staffing and Recruiting • Los Angeles,linkedin,Series C startup,,,,,,
AI B2C Talent Agency,https://www.linkedin.com/company/90666390/,,Staffing and Recruiting,,Los Angeles,,,,,,9,,,Staffing and Recruiting • Los Angeles,linkedin,Series C startup,,,,,,
AI Billing Hub | Medical Billing Company,https://www.linkedin.com/company/412975/,,Medical Practices,,,,,,,,2K,,,Medical Practices,linkedin,medical AI,,,,,,
AI Blockchain Center Indonesia,https://www.linkedin.com/company/106398171/,,"Technology, Information and Media",,,,,,,,894,,,"Technology, Information and Media",linkedin,AI Indonesia,,,,,,
AI Builders Indonesia,https://www.linkedin.com/company/108408918/,,"Technology, Information and Internet",,,,,,,,84,,,"Technology, Information and Internet",linkedin,AI Indonesia,,,,,,
AI Builders Vietnam,https://www.linkedin.com/company/110890721/,,"Technology, Information and Internet",,,,,,,,20,,,"Technology, Information and Internet",linkedin,AI Vietnam,,,,,,
AI Campus Lab,https://www.linkedin.com/company/111255915/,,Professional Training and Coaching,,,,,,,,2,,,Professional Training and Coaching,linkedin,observability startup,,,,,,
AI Community,https://www.linkedin.com/company/82186081/,,Software Development,,"San Francisco, CA",,,,,,293K,,,"Software Development • San Francisco, CA",linkedin,startup Ho Chi Minh City,,,,,,
AI Consulting Indonesia,https://www.linkedin.com/company/108997921/,,Business Consulting and Services,,,,,,,,0,,,Business Consulting and Services,linkedin,AI Indonesia,,,,,,
AI Creative Station Vietnam,https://www.linkedin.com/company/106761661/,,"Technology, Information and Media",,,,,,,,63,,,"Technology, Information and Media",linkedin,AI Vietnam,,,,,,
AI Crypto Minds,https://www.linkedin.com/company/110669952/,,Public Relations and Communications Services,,,,,,,,39,,,Public Relations and Communications Services,linkedin,legaltech USA,,,,,,
AI Daily Vietnam,https://www.linkedin.com/company/91326015/,,"Technology, Information and Media",,,,,,,,4,,,"Technology, Information and Media",linkedin,AI Vietnam,,,,,,
AI Datlyx,https://www.linkedin.com/company/86362067/,,Business Consulting and Services,,"Lahore, Punjab",,,,,,120,,,"Business Consulting and Services • Lahore, Punjab",linkedin,AI startup USA,,,,,,
AI Education Indonesia,https://www.linkedin.com/company/107794447/,,"Technology, Information and Media",,,,,,,,3,,,"Technology, Information and Media",linkedin,AI Indonesia,,,,,,
AI Education Vietnam,https://www.linkedin.com/company/28847619/,,Education Administration Programs,,"HCM, Ho Chi Minh City",,,,,,474,,,"Education Administration Programs • HCM, Ho Chi Minh City",linkedin,AI Vietnam,,,,,,
AI Execuitve Talent Agency,https://www.linkedin.com/company/90663804/,,Staffing and Recruiting,,Los Angeles,,,,,,11,,,Staffing and Recruiting • Los Angeles,linkedin,Series C startup,,,,,,
AI For Life,https://www.linkedin.com/company/74540528/,,Research,,Multiple Locations,,,,,,5K,,,Research • Multiple Locations,linkedin,medical AI,,,,,,
AI For Vietnam Logistics,https://www.linkedin.com/company/109596354/,,"Technology, Information and Internet",,,,,,,,5,,,"Technology, Information and Internet",linkedin,AI Vietnam,,,,,,
AI Fund,https://www.linkedin.com/company/18619445/,,Venture Capital and Private Equity Principals,,"Mountain View, California",,,,,,53K,,,"Venture Capital and Private Equity Principals • Mountain View, California",linkedin,startup Ho Chi Minh City,,,,,,
AI GPO,https://www.linkedin.com/company/106785009/,,Business Consulting and Services,,,,,,,,2K,,,Business Consulting and Services,linkedin,medical AI,,,,,,
AI Health Labs,https://www.linkedin.com/company/100655733/,,Health and Human Services,,"London, England",,,,,,1K,,,"Health and Human Services • London, England",linkedin,medical AI,,,,,,
AI Health Studio,https://www.linkedin.com/company/94086254/,,IT System Custom Software Development,,Sheridan,,,,,,3K,,,IT System Custom Software Development • Sheridan,linkedin,medical AI,,,,,,
AI In Construction Tech,https://www.linkedin.com/company/106887834/,,Construction,,,,,,,,34,,,Construction,linkedin,construction tech,,,,,,
AI Incubator 2024 Indonesia,https://www.linkedin.com/company/102822673/,,"Technology, Information and Internet",,Jakarta,,,,,,2K,,,"Technology, Information and Internet • Jakarta",linkedin,AI Indonesia,,,,,,
AI Indonesia,https://www.linkedin.com/company/18078220/,,Information Technology & Services,,Jakarta,,,,,,37,,,Information Technology & Services • Jakarta,linkedin,AI Indonesia,,,,,,
AI Insurance,https://www.linkedin.com/company/13012118/,,Software Development,,"San Francisco, CA",,,,,,2K,,,"Software Development • San Francisco, CA",linkedin,medical AI,,,,,,
AI Leaders Vietnam - the first AI Agency in Vietnam,https://www.linkedin.com/company/105660865/,,Education,,Ho Chi Minh City,,,,,,3K,,,Education • Ho Chi Minh City ,linkedin,AI Vietnam,,,,,,
AI MEDIC,https://www.linkedin.com/company/101456930/,,"Technology, Information and Internet",,Bogota D.C,,,,,,1K,,,"Technology, Information and Internet • Bogota D.C",linkedin,medical AI,,,,,,
AI Market Report,https://www.linkedin.com/company/90863639/,,Market Research,,"Pune, Maharashtra",,,,,,2K,,,"Market Research • Pune, Maharashtra",linkedin,medical AI,,,,,,
AI Marketing - AI Leaders Vietnam,https://www.linkedin.com/company/109738228/,,Marketing Services,,,,,,,,9,,,Marketing Services,linkedin,AI Vietnam,,,,,,
AI Marketing Company India - your 1st choice agency,https://www.linkedin.com/company/106930078/,,Marketing Services,,,,,,,,319,,,Marketing Services,linkedin,AI company India,,,,,,
AI Medical AG,https://www.linkedin.com/company/71710378/,,Software Development,,Zürich,,,,,,3K,,,Software Development • Zürich,linkedin,medical AI,,,,,,
AI Medical Systems,https://www.linkedin.com/company/28390117/,,Medical Equipment Manufacturing,,"Basel, Switzerland",,,,,,153,,,"Medical Equipment Manufacturing • Basel, Switzerland",linkedin,medical AI,,,,,,
AI Medical Technology,https://www.linkedin.com/company/75133359/,,Medical Equipment Manufacturing,,"Stockholm, Stockholm County",,,,,,6K,,,"Medical Equipment Manufacturing • Stockholm, Stockholm County",linkedin,medical AI,,,,,,
AI Nation,https://www.linkedin.com/company/37008323/,,Internet News,,"New York, New York",,,,,,1K,,,"Internet News • New York, New York",linkedin,medical AI,,,,,,
AI Nexus Vie (IT Talent Connecting),https://www.linkedin.com/company/99367896/,,"Technology, Information and Internet",,"Singapor, Singpapor",,,,,,750,,,"Technology, Information and Internet • Singapor, Singpapor",linkedin,medical AI,,,,,,
AI Pacific Vietnam,https://www.linkedin.com/company/99664986/,,,,,,,,,,0,,,,linkedin,AI Vietnam,,,,,,
AI Realist,https://www.linkedin.com/company/108417090/,,IT Services and IT Consulting,,Nürnberg,,,,,,2K,,,IT Services and IT Consulting • Nürnberg ,linkedin,LLM startup,,,,,,
AI Revolution in Healthcare Edition II 24th-25th April 2026,https://www.linkedin.com/company/104763990/,,Hospitals and Health Care,,Dubai,,,,,,3K,,,Hospitals and Health Care • Dubai,linkedin,medical AI,,,,,,
AI Safety Indonesia,https://www.linkedin.com/company/106700119/,,Education,,Jakarta,,,,,,39,,,Education • Jakarta,linkedin,AI Indonesia,,,,,,
AI Seer,https://www.linkedin.com/company/77167506/,,Software Development,,Singapore,,,,,,2K,,,Software Development • Singapore,linkedin,LLM startup,,,,,,
AI Solutions USA,https://www.linkedin.com/company/107779638/,,Information Services,,"Rochester, New York",,,,,,71,,,"Information Services • Rochester, New York",linkedin,AI startup USA,,,,,,
AI Square,https://www.linkedin.com/company/90763525/,,"Technology, Information and Internet",,"San Francisco, CA",,,,,,342,,,"Technology, Information and Internet • San Francisco, CA",linkedin,LLM startup,,,,,,
AI Startup - AI Leaders Vietnam,https://www.linkedin.com/company/109734325/,,Business Consulting and Services,,Ho Chi Minh City,,,,,,10,,,Business Consulting and Services • Ho Chi Minh City,linkedin,AI Vietnam,,,,,,
AI Transcend Indonesia,https://www.linkedin.com/company/112742943/,,IT Services and IT Consulting,,"Singapore, Singapore",,,,,,38,,,"IT Services and IT Consulting • Singapore, Singapore",linkedin,AI Indonesia,,,,,,
AI VIETNAM RDS JSC,https://www.linkedin.com/company/96151524/,,"Technology, Information and Internet",,Hanoi,,,,,,28,,,"Technology, Information and Internet • Hanoi",linkedin,AI Vietnam,,,,,,
AI Vietnam,https://www.linkedin.com/company/110913696/,,Education,,Hanoi,,,,,,0,,,Education • Hanoi,linkedin,AI Vietnam,,,,,,
AI Wellness Center of Excellence,https://www.linkedin.com/company/28679875/,,Health and Human Services,,"Los Angeles , California",,,,,,974,,,"Health and Human Services • Los Angeles , California ",linkedin,medical AI,,,,,,
AI for Good Indonesia,https://www.linkedin.com/company/100539828/,,"Technology, Information and Internet",,,,,,,,5,,,"Technology, Information and Internet",linkedin,AI Indonesia,,,,,,
AI for Health,https://www.linkedin.com/company/15153380/,,Information Technology & Services,,"Paris, Île-de-France",,,,,,26K,,,"Information Technology & Services • Paris, Île-de-France",linkedin,medical AI,,,,,,
AI for Healthcare Centres (AI4Health),https://www.linkedin.com/company/37420243/,,Higher Education,,London,,,,,,3K,,,Higher Education • London,linkedin,medical AI,,,,,,
AI for Indonesia,https://www.linkedin.com/company/27166922/,,Research Services,,"Sleman, Yogyakarta",,,,,,9,,,"Research Services • Sleman, Yogyakarta",linkedin,AI Indonesia,,,,,,
AI for Vietnam,https://www.linkedin.com/company/104804133/,,"Technology, Information and Internet",,,,,,,,532,,,"Technology, Information and Internet",linkedin,AI Vietnam,,,,,,
AI in Health Conference | Vietnam,https://www.linkedin.com/company/103314427/,,Health and Human Services,,,,,,,,32,,,Health and Human Services,linkedin,AI Vietnam,,,,,,
AI in Healthcare,https://www.linkedin.com/company/3309264/,,Periodical Publishing,,"Providence, Rhode Island",,,,,,52K,,,"Periodical Publishing • Providence, Rhode Island",linkedin,medical AI,,,,,,
AI of Vietnam by Digiso,https://www.linkedin.com/company/105889073/,,Education Administration Programs,,"Phường Linh Trung, Ho Chi Minh City",,,,,,7,,,"Education Administration Programs • Phường Linh Trung, Ho Chi Minh City",linkedin,AI Vietnam,,,,,,
AI with Anant,https://www.linkedin.com/company/86380075/,,"Technology, Information and Internet",,We’re Global,,,,,,538,,,"Technology, Information and Internet • We’re Global",linkedin,AI startup USA,,,,,,
AI-MED (Artificial Intelligence In Medicine,https://www.linkedin.com/company/13352820/,,"Health, Wellness & Fitness",,"Hyderabad, Telangana",,,,,,2K,,,"Health, Wellness & Fitness • Hyderabad, Telangana",linkedin,medical AI,,,,,,
AI.Law Litigation Platform,https://www.linkedin.com/company/95766869/,,"Technology, Information and Internet",,"Dublin, Ohio",,,,,,1K,,,"Technology, Information and Internet • Dublin, Ohio",linkedin,medical AI,,,,,,
AI.Parse,https://www.linkedin.com/company/37572921/,,Software Development,,"Sheikh Zayed, Giza",,,,,,2K,,,"Software Development • Sheikh Zayed, Giza",linkedin,medical AI,,,,,,
AI/ML Development Company in India,https://www.linkedin.com/company/76180842/,,IT Services and IT Consulting,,"Ahmedabad, Gujarat",,,,,,445,,,"IT Services and IT Consulting • Ahmedabad, Gujarat",linkedin,AI company India,,,,,,
AI3R,https://www.linkedin.com/company/98348034/,,"Technology, Information and Internet",,,,,,,,202,,,"Technology, Information and Internet",linkedin,legaltech USA,,,,,,
AIB,https://www.linkedin.com/company/5537/,,Banking,,"Molesworth Street , Dublin 2",,,,,,141K,,,"Banking • Molesworth Street , Dublin 2",linkedin,mobile banking Vietnam,,,,,,
AIEDX,https://www.linkedin.com/company/14437812/,,Software Development,,"Mumbai, Maharashtra",,,,,,351,,,"Software Development • Mumbai, Maharashtra",linkedin,LLM startup,,,,,,
AIFAIR - Marketing & Chuyển đổi số,https://www.linkedin.com/company/102622509/,,Business Consulting and Services,,"Phường 4, Quận Tân Bình, Thành Phố Hồ Chí Minh",,,,,,3,,,"Business Consulting and Services • Phường 4, Quận Tân Bình, Thành Phố Hồ Chí Minh",linkedin,chuyển đổi số,,,,,,
AIGO - AI centric innovation Vietnam,https://www.linkedin.com/company/14579769/,,Software Development,,,,,,,,5,,,Software Development,linkedin,AI Vietnam,,,,,,
AIM Consulting Group,https://www.linkedin.com/company/87439/,,IT Services and IT Consulting,,"Bellevue, Washington",,,,,,49K,,,"IT Services and IT Consulting • Bellevue, Washington",linkedin,digital payments Vietnam,,,,,,
AIMDek Technologies Inc.,https://www.linkedin.com/company/9212642/,,IT Services and IT Consulting,,"Austin, Texas",,,,,,14K,,,"IT Services and IT Consulting • Austin, Texas",linkedin,data analytics company,,,,,,
"AIQ Worldwide, L.P.",https://www.linkedin.com/company/108455516/,,Holding Companies,,United States,,,,,,40,,,Holding Companies • United States,linkedin,Southeast Asia SaaS,,,,,,
AIR,https://www.linkedin.com/company/74980268/,,Aviation & Aerospace,,"West Palm Beach, Florida",,,,,,11K,,,"Aviation & Aerospace • West Palm Beach, Florida",linkedin,AI Indonesia,,,,,,
AIR (Advanced Inhalation Rituals),https://www.linkedin.com/company/77101523/,,Tobacco Manufacturing,,"Dubai Festival City, Dubai",,,,,,41K,,,"Tobacco Manufacturing • Dubai Festival City, Dubai",linkedin,AI Indonesia,,,,,,
AIR ALGÉRIE,https://www.linkedin.com/company/11126719/,,Airlines and Aviation,,Algiers,,,,,,24K,,,Airlines and Aviation • Algiers,linkedin,AI Indonesia,,,,,,
AIR AUSTRAL,https://www.linkedin.com/company/110443/,,Airlines and Aviation,,,,,,,,28K,,,Airlines and Aviation,linkedin,AI Indonesia,,,,,,
AIR CARGO ITALY,https://www.linkedin.com/company/20136034/,,Media Production,,"Genova, Italy",,,,,,13K,,,"Media Production • Genova, Italy",linkedin,AI Indonesia,,,,,,
AIR HAMBURG,https://www.linkedin.com/company/12896059/,,Aviation and Aerospace Component Manufacturing,,"Hamburg, Hamburg",,,,,,20K,,,"Aviation and Aerospace Component Manufacturing • Hamburg, Hamburg",linkedin,AI Indonesia,,,,,,
AIR MILES Reward Program,https://www.linkedin.com/company/49165844/,,Advertising Services,,"Toronto, Ontario",,,,,,29K,,,"Advertising Services • Toronto, Ontario",linkedin,AI Indonesia,,,,,,
AIR Mullingar,https://www.linkedin.com/company/10548321/,,Automation Machinery Manufacturing,,"Mullingar, Co.Westmeath",,,,,,12K,,,"Automation Machinery Manufacturing • Mullingar, Co.Westmeath",linkedin,AI Indonesia,,,,,,
AIR ONE,https://www.linkedin.com/company/2834339/,,Airlines and Aviation,,"Kingston Upon Thames, London",,,,,,9K,,,"Airlines and Aviation • Kingston Upon Thames, London",linkedin,AI Indonesia,,,,,,
AIR Shannon,https://www.linkedin.com/company/3049695/,,Automation Machinery Manufacturing,,"Shannon, Co. Clare",,,,,,10K,,,"Automation Machinery Manufacturing • Shannon, Co. Clare",linkedin,AI Indonesia,,,,,,
AIR TANZANIA COMPANY LIMITED,https://www.linkedin.com/company/2424507/,,Airlines and Aviation,,"Dar Es Salaam, Dar Es Salaam",,,,,,12K,,,"Airlines and Aviation • Dar Es Salaam, Dar Es Salaam",linkedin,AI Indonesia,,,,,,
AIR fire SpA,https://www.linkedin.com/company/26206356/,,Construction,,"Rome, Latium",,,,,,14K,,,"Construction • Rome, Latium",linkedin,AI Indonesia,,,,,,
AIRSERVE INITIATIVES,https://www.linkedin.com/company/14489719/,,Aviation and Aerospace Component Manufacturing,,"Hyderabad, Telangana",,,,,,1K,,,"Aviation and Aerospace Component Manufacturing • Hyderabad, Telangana",linkedin,AI startup USA,,,,,,
AIT Global Inc.,https://www.linkedin.com/company/231814/,,IT Services and IT Consulting,,"Matawan, New Jersey",,,,,,16K,,,"IT Services and IT Consulting • Matawan, New Jersey",linkedin,mobile banking Vietnam,,,,,,
AITA Consulting Services Inc.,https://www.linkedin.com/company/1210328/,,Information Technology & Services,,"North Brunswick, New Jersey",,,,,,14K,,,"Information Technology & Services • North Brunswick, New Jersey",linkedin,API company,,,,,,
AITESTHUB LLP,https://www.linkedin.com/company/108436396/,,IT Services and IT Consulting,,"Ghaziabad, Uttar Pradesh",,,,,,40,,,"IT Services and IT Consulting • Ghaziabad, Uttar Pradesh",linkedin,observability startup,,,,,,
AIToday.io,https://www.linkedin.com/company/101218891/,,"Technology, Information and Media",,"Princeton, NJ",,,,,,880,,,"Technology, Information and Media • Princeton, NJ",linkedin,cybersecurity company USA,,,,,,
AJA Capital,https://www.linkedin.com/company/2270584/,,Real Estate,,"Indore, MP",,,,,,250,,,"Real Estate • Indore, MP",linkedin,growth equity USA,,,,,,
AJAR.id,https://www.linkedin.com/company/11515772/,,E-learning,,"Jakarta, Jakarta",,,,,,214,,,"E-learning • Jakarta, Jakarta",linkedin,Southeast Asia SaaS,,,,,,
AJS Capital,https://www.linkedin.com/company/18906820/,,Real Estate,,"Beverly Hills, California",,,,,,158,,,"Real Estate • Beverly Hills, California",linkedin,growth equity USA,,,,,,
AK Researchakra Private Limted,https://www.linkedin.com/company/24983917/,,Market Research,,"Delhi, Delhi NCR",,,,,,108,,,"Market Research • Delhi, Delhi NCR",linkedin,Southeast Asia SaaS,,,,,,
